fit_x	fit_y	fit_y
0.405524261069	20.7497249695	3.37825661695
0.370869365772	20.9439044142	3.26267598236
0.33917597459	21.1292477587	3.14635388673
0.310191006204	21.305744705	3.02977051797
0.283683006871	21.4734449376	2.91339276393
0.259440302193	21.6324534078	2.7976667382
0.237269306838	21.7829247212	2.68301164925
0.216992978699	21.9250569528	2.56981503867
0.19844940516	22.0590851806	2.45842934984
0.181490510174	22.1852749933	2.3491697387
0.165980871834	22.3039161749	2.2423130029
0.151796640983	22.4153167308	2.13809748413
0.138824552245	22.5197973694	2.03672378804
0.126961019568	22.617686517	1.93835616573
0.116111309051	22.7093159093	1.84312440737
0.106188782475	22.7950167702	1.75112611019
0.0971142054599	22.8751165724	1.66242919848
0.0888151147638	22.9499363497	1.57707458944
0.0812252396356	23.0197885261	1.49507891628
0.0742839726257	23.0849752131	1.41643723631
0.0679358856165	23.1457869269	1.34112566733
0.0621302872122	23.2025016724	1.26910390943
0.0568208179527	23.2553843455	1.20031762145
0.0519650801193	23.3046864033	1.13470063169
0.0475242991759	23.3506457593	1.07217697093
0.0434630141428	23.393486862	1.01266272273
0.0397487944302	23.4334209205	0.956067691416
0.0363519808695	23.4706462457	0.902296892261
0.0332454488767	23.5053486793	0.851251871311
0.0304043918536	23.5377020868	0.802831864562
0.0278061231003	23.5678688949	0.756934807382
0.0254298946544	23.5960006567	0.713458205885
0.0232567316127	23.6222386309	0.672299882249
0.0212692806107	23.646714365	0.633358605852
0.0194516712507	23.669550273	0.596534621775
0.017789389372	23.6908602009	0.561730087708
0.0162691611507	23.7107499758	0.528849429604
0.0148788471045	23.7293179338	0.497799625733
0.0136073451549	23.7466554251	0.468490428013
0.0124445019742	23.7628472943	0.440834528705
0.0113810319075	23.7779723339	0.414747679843
0.0104084428247	23.7921037131	0.390148771974
0.00951896830759	23.8053093796	0.36695987816
0.00870550563296	23.8176524358	0.34510626849
0.0079615590552	23.8291914913	0.324516399772
0.00728118793577	23.8399809901	0.30512188453
0.00665895930538	23.8500715158	0.286857442904
0.00608990448014	23.8595100755	0.26966084063
0.00556947938504	23.8683403625	0.253472815827
0.00509352826823	23.8766030001	0.238236996997
0.00465825051601	23.8843357673	0.223899814268
0.00426017030381	23.8915738082	0.210410405672
0.00389610884066	23.8983498248	0.197720519941
0.00356315898562	23.9046942558	0.185784417121
0.00325866203333	23.910635442	0.174558768088
0.00298018648349	23.9161997786	0.164002553857
0.00272550862456	23.9214118563	0.154076965467
0.00249259477678	23.9262945918	0.144745305054
0.00227958505258	23.9308693479	0.135972888618
0.00208477850485	23.9351560448	0.127726950916
0.00190661954436	23.9391732632	0.119976552782
0.00174368551791	23.9429383389	0.11269249115
0.00159467534797	23.9464674511	0.105847211957
0.00145839914326	23.9497757035	0.0994147260655
0.00133376869704	23.9528771995	0.0933705282984
0.00121978879748	23.955785112	0.0876915196409
0.00111554928059	23.9585117476	0.082355932626
0.00102021776228	23.9610686065	0.0773432599011
9.33032991537E-4	23.9634664379	0.0726341859464
8.53298771578E-4	23.9657152912	0.0682105218993
7.8037840053E-4	23.9678245634	0.0640551434235
7.13689587162E-4	23.9698030436	0.0601519315506
6.52699801119E-4	23.9716589538	0.0564857164123
5.96922020503E-4	23.9733999869	0.0530422237744
5.45910842857E-4	23.975033342	0.0498080242788
4.99258928491E-4	23.9765657575	0.0467704852956
4.56593747751E-4	23.9780035415	0.0439177252862
4.17574606257E-4	23.9793526001	0.0412385705765
3.81889924358E-4	23.980618464	0.0387225144387
3.4925474907E-4	23.9818063131	0.0363596783817
3.19408478641E-4	23.9829209993	0.0341407755508
2.92112781572E-4	23.9839670679	0.0320570761394
2.67149693461E-4	23.9849487778	0.030100374717
2.44319876495E-4	23.9858701194	0.0282629593808
2.23441027676E-4	23.9867348325	0.0265375826416
2.0434642308E-4	23.9875464222	0.0249174339545
1.8688358651E-4	23.9883081739	0.0233961138139
1.70913071932E-4	23.9890231675	0.0219676093276
1.56307349953E-4	23.9896942904	0.0206262711961
1.42949789465E-4	23.9903242499	0.0193667920191
1.30733726303E-4	23.9909155845	0.0181841858604
1.19561611508E-4	23.9914706745	0.0170737690013
1.09344232362E-4	23.9919917526	0.0160311418184
1E-4	23.9924809124	0.0150521717222
